@relation F:\arbitrary\postureData
@ATTRIBUTE XpositionHip real
@ATTRIBUTE YpositionHip real
@ATTRIBUTE ZpositionHip real
@ATTRIBUTE ZrotationHip real
@ATTRIBUTE XrotationHip real
@ATTRIBUTE YrotationHip real
@ATTRIBUTE ZrotationLeftHip real
@ATTRIBUTE XrotationLeftHip real
@ATTRIBUTE YrotationLeftHip real
@ATTRIBUTE ZrotationLeftKnee real
@ATTRIBUTE XrotationLeftKnee real
@ATTRIBUTE YrotationLeftKnee real
@ATTRIBUTE ZrotationLeftAnkle real
@ATTRIBUTE XrotationLeftAnkle real
@ATTRIBUTE YrotationLeftAnkle real
@ATTRIBUTE ZrotationRightHip real
@ATTRIBUTE XrotationRightHip real
@ATTRIBUTE YrotationRightHip real
@ATTRIBUTE ZrotationRightKnee real
@ATTRIBUTE XrotationRightKnee real
@ATTRIBUTE YrotationRightKnee real
@ATTRIBUTE ZrotationRightAnkle real
@ATTRIBUTE XrotationRightAnkle real
@ATTRIBUTE YrotationRightAnkle real
@ATTRIBUTE ZrotationChest real
@ATTRIBUTE XrotationChest real
@ATTRIBUTE YrotationChest real
@ATTRIBUTE ZrotationLeftCollar real
@ATTRIBUTE XrotationLeftCollar real
@ATTRIBUTE YrotationLeftCollar real
@ATTRIBUTE ZrotationLeftShoulder real
@ATTRIBUTE XrotationLeftShoulder real
@ATTRIBUTE YrotationLeftShoulder real
@ATTRIBUTE ZrotationLeftElbow real
@ATTRIBUTE XrotationLeftElbow real
@ATTRIBUTE YrotationLeftElbow real
@ATTRIBUTE ZrotationLeftWrist real
@ATTRIBUTE XrotationLeftWrist real
@ATTRIBUTE YrotationLeftWrist real
@ATTRIBUTE ZrotationRightCollar real
@ATTRIBUTE XrotationRightCollar real
@ATTRIBUTE YrotationRightCollar real
@ATTRIBUTE ZrotationRightShoulder real
@ATTRIBUTE XrotationRightShoulder real
@ATTRIBUTE YrotationRightShoulder real
@ATTRIBUTE ZrotationRightElbow real
@ATTRIBUTE XrotationRightElbow real
@ATTRIBUTE YrotationRightElbow real
@ATTRIBUTE ZrotationRightWrist real
@ATTRIBUTE XrotationRightWrist real
@ATTRIBUTE YrotationRightWrist real
@ATTRIBUTE ZrotationNeck real
@ATTRIBUTE XrotationNeck real
@ATTRIBUTE YrotationNeck real
@ATTRIBUTE ZrotationHead real
@ATTRIBUTE XrotationHead real
@ATTRIBUTE YrotationHead real
@ATTRIBUTE emotion {triumphant,concentrated,defeated,frustrated}
@Data
22.675968,37.468456,22.846668,0.791904,0.237830,47.964832,4.110056,1.366108,5.944323,0.000000,-2.717726,-0.000001,-4.721360,2.968671,-6.513289,5.399307,1.283345,1.328910,-0.000000,-2.215478,-0.000001,-4.251941,3.698496,-0.999195,-1.513395,-0.871246,-1.582729,-0.166955,-0.098861,-0.174712,-0.323745,-5.478428,1.580420,-56.694031,-50.043083,-28.268860,-26.961102,-15.167933,8.704602,-0.166955,-0.098861,-0.174712,-6.066091,5.047410,-16.504110,91.905136,-54.985115,56.560509,30.238159,-10.738019,-12.974964,-3.889076,-8.578830,12.379255,-3.203577,-36.342533,51.348763,frustrated
-118.387161,38.450062,617.387939,-0.176046,-1.699088,7.292106,13.455871,-0.783551,9.694304,0.000000,0.487119,0.000000,-4.355330,3.519009,-8.157476,7.285866,5.594402,-4.500705,0.000001,-2.637903,0.000000,-3.379093,9.753741,-6.923611,-6.989218,7.366007,2.990974,-0.756079,0.835577,0.287066,-9.243437,-29.247540,-9.823319,-60.206562,-51.101471,-30.982492,-20.491003,-2.640172,27.660456,-0.756079,0.835577,0.287066,-6.213860,-3.283858,-27.387373,118.957542,-51.331234,78.365913,35.772747,-22.909262,5.441285,-3.312025,-10.075751,16.325415,6.941769,-39.587341,71.771904,triumphant
-104.078659,37.833179,588.971802,-1.268202,-4.743921,-5.641512,12.903249,-2.513107,11.371423,0.000001,18.560780,-0.000001,-8.264628,-2.099729,-4.093970,6.607378,-0.960377,-8.992765,-0.000000,16.168373,-0.000000,-6.015356,3.027771,-3.737566,-0.147795,16.250759,-3.688078,-0.067995,1.804743,-0.408326,-6.947362,-44.906067,-11.442421,-59.925793,-51.022457,-30.764095,-19.813314,-20.688845,29.057968,-0.067995,1.804743,-0.408326,-8.641619,-21.129211,-29.440695,125.630730,-49.255493,83.502975,48.869114,-33.748211,25.361080,-2.931322,-13.872348,16.703865,20.922974,-50.223354,83.463737,triumphant
-229.173203,36.639450,426.321838,-177.016769,-176.541931,-87.174736,20.646978,-7.469755,11.908488,-0.000001,7.152755,-0.000002,-2.511546,8.554422,-18.837309,-3.169673,7.561784,0.900934,-0.000001,5.125676,-0.000002,-9.880310,-7.982543,2.903875,7.269016,-3.749017,-12.352745,0.845092,-0.337680,-1.394159,16.117149,1.238412,41.375576,-69.567734,-53.232243,-38.383446,-38.107956,-4.029229,47.342960,0.845092,-0.337680,-1.394159,-27.662874,22.195896,-72.306061,2.466453,-3.516950,0.075734,151.771835,172.710602,69.881920,-6.511783,-10.243334,-6.800299,-36.803127,-33.473339,-37.773506,frustrated
143.202454,39.711472,98.458572,3.236885,-1.129399,64.695686,-1.370691,2.255214,-3.249279,0.000000,-2.886338,0.000003,0.386720,-0.176994,-0.079363,-2.900462,0.402316,0.100945,0.000001,-4.042833,0.000003,1.075238,-0.306783,-1.025068,-1.742073,1.121923,-0.245209,-0.193793,0.124283,-0.028924,8.139112,8.136113,25.024532,-22.723927,-28.884697,-5.925067,11.326989,-4.958402,87.546654,-0.193793,0.124283,-0.028924,-3.580168,8.041122,-21.251478,4.890424,-6.941608,0.296789,-16.029451,7.262107,-47.884960,1.852773,0.949106,0.014962,7.418252,3.792372,-0.124493,concentrated
140.983658,39.303741,91.863991,11.733033,-8.716795,36.706196,7.797345,-7.264484,3.570123,-0.000001,27.674707,-0.000000,8.033029,-3.911646,-3.118885,-7.343612,3.276186,1.227648,-0.000000,5.771636,-0.000003,3.379850,3.990483,9.846642,-0.144098,19.415106,-12.067862,-0.218120,2.150191,-1.326777,-1.535518,-4.510106,-6.163256,-1.181680,-1.687008,-0.017399,39.130753,-22.596151,-11.244339,-0.218120,2.150191,-1.326777,-3.227252,-3.056678,-7.181550,11.745193,-16.209846,1.678378,-20.904680,19.330662,-45.817631,2.861720,3.601627,-8.826879,14.401914,11.126317,-36.636944,defeated
288.577301,38.499672,261.655579,-0.979688,-11.828307,8.939748,15.130804,-7.858698,-3.763996,-0.000001,34.066601,-0.000002,8.532514,-7.122094,-2.117867,-10.112144,5.155910,8.733155,0.000000,-6.389993,0.000002,13.876967,5.712140,25.467009,9.551978,11.060422,-5.611252,1.002932,1.272157,-0.528835,14.183060,19.260311,28.186283,-35.205368,-39.466000,-12.985274,-171.043747,177.939896,-89.576332,1.002932,1.272157,-0.528835,-5.890924,10.018699,-41.067585,2.891032,-4.119956,0.104015,-19.297440,-4.437813,-27.748920,3.868030,4.202794,-9.921372,19.176815,11.836376,-41.606216,defeated
281.531952,37.460300,256.225861,6.887932,-12.427974,46.543476,12.286539,-12.210445,4.812648,0.000012,76.708199,-0.000003,18.821642,-5.180135,-6.677153,-11.762708,-0.078875,2.722834,-0.000002,-1.067050,0.000001,14.635306,10.053862,3.192908,5.149782,14.541722,1.566991,0.587889,1.608049,0.237436,-1.370171,-1.610868,-5.678174,-4.366522,-6.205626,-0.236812,7.433843,-7.123603,19.834528,0.587889,1.608049,0.237436,-6.180008,7.770082,-35.295307,1.349289,-1.926081,0.022684,-10.320997,-5.094771,-20.723869,-8.150198,-3.575473,18.482393,-21.483494,-25.892620,72.104492,concentrated
285.312866,39.640923,277.671295,4.549752,-1.934647,64.504128,0.403025,1.772417,-5.732680,-0.000001,-4.158093,-0.000001,3.015420,4.678581,2.675624,-2.102966,5.072283,1.958469,0.000000,-2.987105,0.000004,-4.569389,-3.357242,-3.957039,-1.598680,6.791967,-5.689567,-0.210580,0.746380,-0.640559,26.425982,-0.216445,13.119040,-24.752144,-30.877588,-6.935766,-30.878569,-27.049902,-56.959167,-0.210580,0.746380,-0.640559,-8.140349,14.042494,-40.551273,28.432789,-34.214939,8.917205,14.705309,2.196199,1.688290,-4.215771,3.314384,7.521970,-19.085882,9.446237,31.515583,defeated
99.459480,39.193268,53.379883,2.118704,-7.186512,27.019663,12.336602,-2.282534,12.825714,-0.000001,28.511139,0.000005,-1.083830,-1.792170,-3.114590,-4.511789,0.321267,3.328572,0.000000,-2.450001,-0.000001,5.241730,5.661477,4.140180,-1.465710,11.898764,-8.637047,-0.250544,1.309472,-0.970258,-0.649053,-6.767148,-4.427071,-1.587424,-2.265604,-0.031393,5.703183,-1.852546,4.098730,-0.250544,1.309472,-0.970258,-0.403168,-2.336368,-2.957111,2.134581,-3.044923,0.056739,-5.693534,-0.104138,-17.750208,4.017017,8.070899,-9.087424,24.644499,26.383020,-42.189392,defeated
1030.340088,39.694317,867.426575,12.086953,-0.994970,70.971916,4.354977,2.570691,-1.887602,0.000001,-7.553878,0.000001,1.443125,5.500499,4.930921,0.244674,8.942791,1.573295,-0.000000,-3.177877,-0.000001,-7.447215,-1.690557,-12.702394,-3.371429,8.100623,0.565555,-0.369850,0.901522,0.039142,29.541655,-42.179787,28.850088,-112.917389,-52.757431,-73.601295,-21.885258,-5.307543,54.389217,-0.369850,0.901522,0.039142,0.811730,-7.008582,7.229181,43.230453,-44.368267,18.356224,-4.378977,42.821171,-35.000301,-6.028268,3.088749,10.398583,-26.074503,5.103225,42.838783,concentrated
1160.627930,38.567371,935.118408,9.201090,-9.158358,48.551285,3.321146,5.951973,4.892047,-0.000000,20.914854,-0.000002,1.205958,-13.186185,-7.993702,-4.995358,0.561824,8.266878,0.000001,-3.915336,-0.000002,7.479275,13.539281,33.486130,1.633226,9.688598,-14.072803,0.062663,1.092416,-1.545103,32.036644,-20.041727,44.854012,-75.458878,-54.118805,-43.131378,-41.027626,-19.654125,-30.391726,0.062663,1.092416,-1.545103,-12.635244,12.588511,-51.424065,18.509777,-24.389029,4.033587,-13.573733,17.833401,-53.077454,-3.635922,4.220614,10.151877,-18.370939,12.030095,42.492725,concentrated
114.118530,39.504486,85.671402,-175.922562,179.460587,-88.122078,-1.369733,0.724885,-2.883053,-0.000001,-4.224707,-0.000004,2.888685,2.302700,0.607548,0.242071,3.142060,-1.060630,-0.000008,1.918992,0.000005,-4.317844,0.932721,-12.598228,-6.422907,2.412201,5.206511,-0.702350,0.296520,0.564607,2.183051,-4.830495,-4.972328,-2.067020,-2.948772,-0.053210,-1.675430,0.236838,6.847768,-0.702350,0.296520,0.564607,17.666971,-47.447628,30.365103,21.926672,-28.070925,5.544907,11.805716,24.706705,-77.589348,1.545557,2.824086,0.198013,6.187580,11.313955,0.334715,concentrated
950.127930,38.845257,217.829758,2.625159,-2.756822,78.205399,16.672092,-12.365751,-4.387008,-0.000001,-5.031959,0.000000,4.092146,10.759908,9.977935,-8.773539,10.672493,3.570778,-0.000000,-6.615951,0.000006,-6.766276,-9.267321,-2.603762,6.673326,-6.785199,0.855349,0.735353,-0.758219,0.055783,7.934557,-35.590782,17.246094,-132.730087,-46.371502,-88.768028,-44.071777,-8.678331,42.674011,0.735353,-0.758219,0.055783,-3.464769,-0.884612,2.323155,25.145731,-31.251537,7.138858,30.723089,10.282255,-53.545574,-7.194618,6.939750,9.776826,-35.424259,18.117435,44.647728,concentrated
1157.547363,38.672874,356.000458,-168.207138,-176.281158,-59.793301,16.379915,-10.212407,8.220025,0.000003,28.815044,0.000001,6.415532,-7.013659,-2.610361,-11.430214,6.318521,1.596967,-0.000003,-5.226426,0.000004,14.271128,7.160026,-7.821482,3.871430,4.853616,-0.471100,0.427843,0.540723,-0.036091,-1.780116,-5.314832,-11.605371,-9.403543,-13.134427,-1.084976,2.387675,-3.775838,9.436818,0.427843,0.540723,-0.036091,22.101187,-42.771931,-2.146599,49.946472,-47.548553,23.188482,26.836304,-1.356829,-1.033788,-0.121338,1.789052,-2.214149,-0.069014,7.165566,-8.870710,concentrated
1230.558716,38.512302,468.998108,5.506973,-7.858223,63.955494,14.646564,-5.301518,0.899894,-0.000002,25.222261,0.000003,8.861732,-6.599453,-0.576442,-11.101004,6.088420,2.561817,-0.000002,-5.342013,0.000000,9.240247,4.949586,10.020448,6.200523,5.230665,-5.501788,0.663147,0.609843,-0.582386,-2.341976,3.944466,13.897764,-28.898346,-34.611996,-9.180324,-171.203812,179.105698,-84.483360,0.663147,0.609843,-0.582386,2.015405,-2.012915,-19.949932,10.002851,-13.931861,1.225228,35.710899,-4.866422,-53.212708,5.674997,-0.650300,-13.074525,19.963552,-9.671277,-51.355999,defeated
1234.104248,39.759594,450.021027,-178.229492,179.508240,-78.669556,3.711614,3.135514,-5.601248,0.000006,-6.978730,-0.000005,0.477592,0.686111,1.619897,-0.648334,6.203220,-2.991463,0.000003,-0.358820,-0.000000,-2.243667,2.453284,-15.289618,-5.412250,-4.066000,-4.366026,-0.585531,-0.471748,-0.465628,-1.051228,-4.913723,-10.523400,-7.070120,-9.969720,-0.617455,-6.561055,3.841538,-1.854259,-0.585531,-0.471748,-0.465628,12.127661,-35.000431,7.912788,27.692375,-33.572014,8.504301,44.327194,19.597828,-52.241043,5.465175,-4.922979,-8.103618,17.648617,-23.396528,-30.365713,concentrated
1282.337524,39.788284,370.895447,-175.908478,-177.767151,-88.649658,3.384536,1.206387,-2.085499,-0.000001,-4.261794,-0.000006,4.368923,1.248497,1.501431,-4.057861,6.911508,-5.472803,-0.000000,-2.481953,0.000005,-0.634649,-1.193918,-1.022720,-1.730206,-4.499197,-2.285205,-0.183237,-0.503243,-0.247018,-1.369740,-0.724891,-8.436523,-8.081201,-11.352013,-0.804512,-9.825010,3.626914,-4.520777,-0.183237,-0.503243,-0.247018,21.824987,-33.932674,3.819748,59.971363,-51.035332,30.799534,39.939911,27.733992,18.275988,-1.929458,2.206957,0.527824,-7.887817,8.701465,2.570144,concentrated
1484.975342,39.733849,405.490143,-169.240524,-176.787659,-87.669464,1.450261,-0.563784,-7.236701,-0.000000,6.971518,0.000000,5.561059,-2.663557,-0.167871,4.460648,6.586610,-7.199696,-0.000001,22.746580,0.000003,-2.226860,7.796466,-23.677044,1.336701,0.724451,24.340057,0.162196,0.051561,2.705151,0.243645,-7.250911,-11.490244,-11.795998,-16.275318,-1.692593,-8.001233,0.543967,14.454460,0.162196,0.051561,2.705151,26.041615,-45.118317,8.140247,25.663698,-31.737375,7.409451,31.411709,24.877672,-71.428017,-0.940340,3.050811,1.750867,-4.369731,12.002278,7.389804,frustrated
1676.933472,38.988136,299.412445,2.154447,-9.214726,57.708817,17.896093,-1.916780,3.841474,-0.000002,27.429642,0.000002,3.551632,-6.107979,-0.118996,-11.603464,6.788445,4.049052,0.000001,-6.529047,0.000002,10.141936,4.829734,11.635950,7.945810,-2.345840,-12.943429,0.906310,-0.170924,-1.452404,-5.157547,-1.283846,-8.172505,-5.576686,-7.901291,-0.385440,-0.096601,3.009075,2.729376,0.906310,-0.170924,-1.452404,1.055996,-7.330312,4.445055,12.232170,-16.835125,1.816876,37.879589,24.115925,0.263177,6.018775,-4.060894,-10.105409,19.186930,-21.384336,-38.447865,defeated
1790.035889,37.586655,216.266632,2.530925,-11.810618,52.646862,22.431635,-12.019383,-7.332693,-0.000002,24.031834,-0.000000,10.312399,-8.109241,-1.810260,-16.376814,11.608226,18.127802,-0.000001,-8.671665,-0.000001,11.060320,6.262836,19.139006,20.745241,-3.513448,-15.777373,2.341988,-0.103270,-1.802078,-11.221884,-7.746401,-26.426882,-9.506072,-13.271331,-1.108395,-7.971608,0.492028,7.158702,2.341988,-0.103270,-1.802078,-3.087274,-7.401471,-0.800916,16.651989,-22.256681,3.297886,39.009140,25.316307,-11.114933,7.026806,4.391808,-6.959721,30.937876,11.578768,-30.689219,defeated
5.888018,36.981655,-57.198288,2.550557,-5.031845,72.308784,-3.470107,3.297180,7.773069,-0.000000,-2.021297,-0.000005,-5.752592,-0.571958,1.434581,-3.148379,-3.620031,2.137436,0.000001,9.997593,-0.000001,-6.799556,0.137967,2.112885,-0.223958,15.551270,-2.779631,-0.061982,1.727151,-0.309415,2.284610,-9.096889,-2.015317,-3.340549,-4.757134,-0.138795,-10.807578,1.506389,-17.872227,-0.061982,1.727151,-0.309415,4.397343,-8.354587,23.843285,1.712954,-2.444515,0.036552,-7.330332,-15.779924,-53.984322,-0.476674,-11.479359,-6.721879,-12.974124,-44.050262,-33.381287,defeated
-13.256577,37.081951,-156.669388,1.481990,-3.810052,72.292084,-1.370067,1.449781,1.968264,-0.000001,-1.406210,-0.000002,-5.394842,1.363725,1.458450,-1.450827,-1.691352,1.165667,0.000000,2.713540,-0.000002,-5.888700,-1.023075,0.562080,5.307685,0.418528,-1.088079,0.589335,0.051457,-0.118919,-12.980395,-32.198658,-20.537586,-110.736122,-53.177505,-71.859909,-68.175751,-17.111151,32.597256,0.589335,0.051457,-0.118919,-2.502125,-3.461061,6.334447,2.404670,-3.429116,0.071991,2.160570,-1.806811,-16.677572,-1.476283,-0.014162,2.941873,-5.873677,-0.509631,11.751822,concentrated
10.476536,36.552292,-156.755814,-3.102659,-4.211853,53.258488,-12.135532,10.639018,16.694778,0.000000,-7.320238,0.000007,-17.172634,1.597699,4.484950,-10.778433,-11.640071,6.582110,0.000001,16.464396,0.000003,-17.753443,-4.391231,4.975170,4.187523,19.003441,-15.316969,0.206475,2.156194,-1.612404,-7.668717,-27.984413,-22.951180,2.117996,3.021318,-0.055864,-3.425675,2.425578,-14.186938,0.206475,2.156194,-1.612404,5.301780,-16.770393,6.166341,4.312442,-6.129501,0.231003,10.595927,4.362077,25.754532,2.813498,-8.583896,-7.437962,4.332975,-35.473778,-30.185240,defeated
-411.930298,38.954967,694.331787,1.879236,3.215890,39.194508,2.418865,-2.253852,0.095181,0.000000,4.295675,0.000002,22.907635,-2.097371,-0.081112,3.030562,21.483892,0.581086,-0.000001,-1.698607,0.000003,2.459785,2.726806,-3.925647,0.069893,-6.442037,-9.246399,0.059103,-0.714150,-1.026374,-3.682119,-15.679615,8.953559,-118.778831,-51.379284,-78.226334,-54.995541,-13.002333,37.270687,0.059103,-0.714150,-1.026374,-5.241453,2.406898,6.182650,4.119047,-5.857057,0.210810,-14.626212,-14.233732,-13.013003,-5.933414,-14.343787,-6.649837,-44.404457,-48.149055,-46.702911,concentrated
-377.383911,38.432869,641.731384,1.332915,3.350760,50.319080,-5.420439,5.213528,3.474962,-0.000001,11.808362,0.000004,37.075626,-8.986053,-4.590046,-5.811644,27.432800,1.315099,0.000002,1.688985,-0.000001,11.683196,8.546791,-11.213894,2.590230,-9.798862,1.314636,0.275785,-1.091520,0.123712,-1.003911,-15.627603,10.444871,-125.571938,-49.276295,-83.458427,-50.052402,-7.386593,47.564278,0.275785,-1.091520,0.123712,-1.853557,-1.368912,11.678113,1.020323,-1.456781,0.012974,-11.627419,-11.505199,-2.865528,-6.569355,2.992285,12.072897,-27.931890,2.930366,49.268909,concentrated
-246.323303,40.542126,728.875549,-177.085297,177.448761,-89.008987,-3.067651,3.620315,2.046914,0.000008,34.241516,-0.000000,52.192844,-25.870035,-12.160977,-6.119668,28.062099,4.337611,0.000001,-6.815724,-0.000000,30.790323,12.209072,-30.090809,8.905912,5.261872,-10.746873,0.937841,0.665041,-1.150902,0.645144,2.497401,-1.599154,-10.131968,-14.102773,-1.256501,-17.480141,2.420969,9.470235,0.937841,0.665041,-1.150902,-3.867374,-0.562680,-0.400580,3.437209,-4.893961,0.146930,-11.278683,-5.736379,-5.759708,-0.662383,-4.270870,-5.645686,-5.257093,-16.381788,-23.401342,concentrated
224.132507,39.015736,604.699097,-1.112078,1.873959,80.835297,2.014806,-1.449299,-3.010543,-0.000000,0.059608,0.000001,18.294844,0.876455,0.765735,0.683395,19.415226,7.346065,0.000001,-1.947118,-0.000002,-0.806985,-0.310075,-0.302139,1.308036,-3.461170,-5.172936,0.160646,-0.378554,-0.578438,17.675762,3.377964,-6.312535,-18.116098,-23.944731,-3.872418,-34.872452,-37.314480,-33.668224,0.160646,-0.378554,-0.578438,-2.421209,3.380775,3.365528,4.034924,-5.738442,0.202310,-7.253102,-6.844336,-7.113838,0.454513,-2.101427,-2.832339,1.193126,-8.504069,-11.293995,concentrated
229.430801,39.666553,598.025513,-3.546224,-0.179037,39.043839,-0.886252,0.402784,4.276243,0.000000,3.139851,0.000001,13.898675,-0.494751,0.822568,1.324542,13.290032,-4.332862,-0.000001,1.292805,0.000001,-1.525345,1.796082,-2.666500,-2.524557,-4.925544,-18.728006,-0.198967,-0.584570,-2.068242,7.988544,3.191447,0.277458,-0.403649,-0.576447,-0.002030,4.367205,-1.614689,6.586249,-0.198967,-0.584570,-2.068242,-0.980028,9.424915,-35.087307,48.163040,-46.777012,21.880625,-18.476482,6.120786,-25.397005,2.925517,3.195242,-9.028180,14.270560,9.446616,-37.224590,concentrated
447.308868,39.102654,511.642914,-1.526566,3.187016,42.545441,2.904749,-3.138061,-1.291050,0.000000,0.826815,-0.000004,23.042097,0.061706,-0.079301,4.649822,23.295568,-4.662121,-0.000002,1.106108,0.000005,-1.237255,0.582833,-0.514564,0.930835,-11.861388,-10.924776,0.214527,-1.306442,-1.217806,18.645128,-26.150604,19.576591,-13.343181,-18.241831,-2.151709,20.575890,-2.037200,79.998894,0.214527,-1.306442,-1.217806,-3.630388,2.974986,3.532175,2.418385,-3.448616,0.072821,-2.015625,-3.554590,-1.931529,-5.374195,1.334507,2.319790,-21.788591,3.946299,9.895319,concentrated
496.616699,39.518661,500.242188,0.401270,0.346495,34.370705,-0.563979,-0.402813,3.460388,-0.000000,2.816535,0.000005,21.008411,-0.395730,-1.189491,2.305193,19.321453,-1.165915,-0.000002,-1.332343,0.000001,0.389553,1.059869,-1.286959,-3.134581,-3.743610,-13.609905,-0.303053,-0.451287,-1.501119,6.931426,-1.599558,1.080659,-11.854939,-16.351213,-1.709145,6.356091,8.460599,47.071964,-0.303053,-0.451287,-1.501119,-37.105663,-8.256813,-44.871822,19.116014,-25.065153,4.287179,-28.538568,13.027434,-8.064174,-7.201805,1.451902,18.730850,-26.365942,-7.852175,74.160294,concentrated
672.385010,38.871185,426.684174,-0.892243,2.298623,41.957855,3.308443,-3.217297,0.024747,-0.000001,1.763308,0.000002,23.723276,-0.952791,-0.890535,5.832103,22.212635,-3.903244,-0.000002,-0.426380,-0.000002,-0.660044,1.523403,-1.632228,1.194665,-8.373590,-3.540437,0.157969,-0.926540,-0.401097,13.208937,6.119199,-2.319455,-10.071884,-14.023279,-1.241905,-26.641293,-39.551998,-40.563469,0.157969,-0.926540,-0.401097,-0.000000,-10.151367,21.511230,41.526348,-43.435013,17.174484,34.200279,2.160278,-23.524046,-4.807454,1.653283,10.603587,-19.875383,1.020060,42.724312,concentrated
822.656982,39.385956,427.464111,-0.351711,0.329881,19.276171,3.226781,-2.895800,2.096781,-0.000000,3.558111,0.000003,14.550261,-1.335378,-1.845340,6.750805,11.843499,1.992084,-0.000001,-2.982766,0.000003,-1.253419,1.478348,-2.748176,-8.282040,-4.082529,-9.824095,-0.883559,-0.522381,-1.060476,6.652385,6.722432,7.838413,2.981154,4.247808,-0.110588,21.763897,-4.710358,2.410433,-0.883559,-0.522381,-1.060476,5.245865,-10.591230,27.231457,5.394951,-7.647668,0.360850,16.705435,9.952876,-19.721401,0.737936,-2.519939,-9.363658,0.399585,-10.319465,-37.580273,concentrated
1410.848511,38.945358,354.567200,1.823622,-0.870820,40.318554,8.004039,-9.415887,-1.824280,-0.000000,2.968617,-0.000001,8.682343,-0.390226,-0.369597,13.721355,7.046150,-3.810329,-0.000002,10.141592,0.000005,-2.395450,1.626679,-2.417631,-1.078617,-2.662356,-6.091826,-0.105760,-0.301280,-0.674225,13.854888,6.024468,-0.878555,-11.086306,-15.355738,-1.499161,-33.186409,-36.056789,-42.479591,-0.105760,-0.301280,-0.674225,1.301395,7.893496,-27.329630,1.323760,-1.889671,0.021832,-54.926414,13.354165,-70.155518,-3.971700,2.633838,10.576311,-17.832672,5.576669,43.172581,concentrated
1963.693848,39.107674,379.108032,-2.202962,1.135164,45.747471,2.095639,-1.690763,1.592619,0.000000,-1.210400,-0.000003,24.362015,0.876592,0.056901,4.006217,25.163296,-8.151034,-0.000003,3.244941,0.000002,-0.717573,-0.430877,1.082192,-0.540073,-12.808466,-0.827148,-0.050548,-1.423520,-0.085444,13.377044,6.350289,21.172710,-3.901282,-5.549883,-0.189167,18.341072,-10.744184,55.706268,-0.050548,-1.423520,-0.085444,-8.277393,6.857223,-54.998528,24.378448,-30.518709,6.744989,-9.577062,-7.798241,-18.191477,-5.667209,0.058118,10.018456,-21.574997,-5.501588,39.499260,triumphant
-29.720728,39.921486,110.490540,-0.976820,3.018517,43.340237,0.080568,-0.402832,0.322832,-0.000000,-0.954248,0.000001,4.235494,0.307806,0.537878,0.485067,4.753249,-3.585118,0.000001,5.372678,-0.000007,-2.469612,-0.467723,1.412854,1.235787,-2.102993,-0.095597,0.137463,-0.233558,-0.012859,25.640787,10.998262,3.750992,-31.236830,-36.523815,-10.540857,-48.875771,-31.187641,-39.084641,0.137463,-0.233558,-0.012859,-1.539310,6.040317,-9.223965,4.610909,-6.549281,0.263954,-3.289921,-4.448944,-5.004710,-3.366954,1.936696,7.613349,-14.605037,4.825563,31.016958,concentrated
-26.118420,39.966408,113.155022,-1.226883,3.981494,35.969467,-1.370170,1.610868,1.569287,0.000000,0.385342,0.000001,5.002630,-0.870479,-0.649414,-1.131561,4.591393,-0.392806,0.000000,1.778212,-0.000001,-0.209239,0.717200,-0.048585,3.862329,-9.519729,-3.943370,0.460139,-1.044121,-0.468452,16.266598,9.597902,38.384155,-30.216825,-35.706673,-9.939626,21.985865,-7.291366,81.385506,0.460139,-1.044121,-0.468452,0.163415,9.587362,-41.800903,66.092926,-52.550751,35.611912,-13.535223,19.890234,-57.169327,-3.831276,3.536386,11.000768,-18.427647,8.848859,45.411552,concentrated
-29.447180,42.310001,111.653053,3.753027,-6.801166,25.019442,4.279728,-3.856435,-4.545613,-0.000004,48.172119,0.000002,27.758488,-52.684357,-39.037701,3.397079,5.066812,3.405685,0.000000,1.410721,-0.000002,47.177021,12.238153,-41.858559,11.111524,-5.576334,-12.778934,1.291361,-0.494197,-1.468892,68.911591,-53.804508,5.886999,3.275167,4.664547,-0.133428,55.247673,3.602202,22.951422,1.291361,-0.494197,-1.468892,-37.561440,-40.098454,-12.574007,26.047485,-32.092758,7.612332,-11.264433,-3.582316,-0.391416,-4.798827,5.160945,12.120674,-24.409883,12.846750,51.297291,triumphant
1155.982910,37.153458,509.422638,-0.976544,-1.765437,19.882431,5.504999,-5.613804,0.217894,0.000000,0.389467,-0.000000,-1.044338,0.657134,-0.297641,8.862856,0.636836,-2.838558,0.000002,1.825485,-0.000002,-3.629941,-0.286897,-0.509873,-3.627047,15.212619,6.535188,-0.313870,1.708782,0.672854,-6.509847,-23.630692,-21.753391,-82.969238,-54.796555,-49.245510,-36.278557,-42.357353,-56.865543,-0.313870,1.708782,0.672854,10.113697,-19.853251,15.148753,74.159714,-53.951134,42.079842,-5.052582,-22.804268,-40.781754,-8.345522,-9.768558,10.363157,-24.110632,-45.233120,37.059097,concentrated
